"actor_id","movie_id","role"
836263,361841,Pioneer Woman
836264,6888,Herself
836264,36601,Herself
836264,53725,Jacqueline
836264,55454,Herself
836264,61639,Alice Nightingale
836264,75787,Polly Wright
836264,88928,Polly
836264,88933,Polly
836264,197775,Herself
836264,235591,Girl
836264,250726,Herself
836264,258036,Angela
836264,276253,Polly
836264,307944,Anne
836264,315620,Herself
836264,382192,Jean Blake
836264,386587,Polly Wright (1966-1967)
836264,402798,Roberta
836264,406668,Evelyn McLean
836265,15399,Little Girl
836265,126069,"Joan, as a child"
836265,183445,""
836265,212832,Cathy Williams
836265,272915,Girl
836265,305399,Deidre
836265,307913,Dolores
836265,308352,Mother in Commercial
836265,317349,Flirt
836265,392428,Beverly Grossman (1953-1955)
836266,279481,Prom Queen
836267,37346,Mrs. Bodkin
836267,39162,Mary Hillcrest
836267,47193,Mrs. Wigglesworth
836267,58810,Bessie's dresser
836267,128333,Miss Polkinghome
836267,138770,Laura Meakin
836267,144775,Miss Isabella Hobson Tuff
836267,168688,Miss Bennett
836267,192055,Birdie May
836267,193374,Mrs. Coles
836267,203143,Cook
836267,209429,Broadicea Briggs
836267,222774,Jury Member
836267,231438,Mrs. Crudden
836267,231857,Aggie
836267,234789,Mrs. Carr
836267,239810,Martha
836267,239842,Maggie
836267,240765,""
836267,269346,Countess' old servant
836267,311828,Miss Hagworthy
836267,312350,Mrs. Parker
836267,334383,Mrs. Ellis
836267,361261,Mrs. Curley
836267,362402,Sophie Foden
836267,371073,Minnie Masters
836268,390523,Vikki Meedes (2001-2002)
836269,113390,Radio announcer
836270,112250,Herself
836270,355696,Herself - Tennis Champion
836271,17023,""
836272,320068,Jessie
836273,87429,Emily
836273,175121,Autumn
836275,129575,Bonnie
836276,365658,Jamie
836277,92181,London mole
836277,214751,""
836278,111938,Herself
836279,363416,Herself
836280,309158,Malt Liquor Angel
836281,33340,""
836282,41817,Host
836283,30381,Annie
836283,80881,Mrs. Shields - in play
836283,130843,Indian Squaw
836283,253142,Slippery's Wife
836284,163258,""
836285,303282,Herself
836286,39779,Dr. Brown
836286,143829,Admissions Clerk
836286,148378,Shelter Director
836286,154615,Lily Scott
836286,164480,Mary Alice
836286,191350,Stand Up Reporter
836286,321339,Lawyer
836286,343387,Ruth Roper
836286,372803,Joan
836286,385824,Alexandra 'Lexie' Brooks (#1)
836286,388349,Dr. K. C. Nicholson (1988)
836286,389867,Rita Barton (1989)
836287,105890,Julie Kinderman
836287,107846,Heather
836287,127323,Buffy
836287,141592,Country Club Courtney
836287,155893,Tracy
836287,209630,Peace Corps Volunteer
836287,230499,Elizabeth Wyler
836287,333237,Veronica
836288,259484,Mona
836289,334191,""
836290,139798,Herself (convicted spy)
836291,82643,Dancer
836291,137462,Dancer
836292,77836,Princess
836293,301028,Finnische Geliebte/Lover from
836293,314811,Stewardess
836294,39680,Frances Reed
836294,134193,Mrs. Molinaro
836295,144466,Drinker #3
836296,310481,Unsympathetic Nurse
836298,195329,Agency Lady
836298,211753,Irene
836298,288739,Harried Older Woman
836298,364308,""
836298,410959,Hotel Desk Clerk
836299,313189,Bobo Weller
836300,35061,Fru Steen
836300,102497,Fru Helene Wang
836300,116313,Kurts mor
836300,125432,Madam Andersen
836300,136619,Husbestyrerinde Stoffer
836300,136635,Fru Gormsen
836300,187618,Fru Hansen
836300,198069,Oldfrue på hotellet
836300,219005,""
836300,237023,""
836300,305520,""
836300,352989,""
836300,353045,En jordemoder
836301,323793,Herself
836302,389307,Anna (1982-)
836302,393902,Knud
836302,394053,Andrea (puppeteer/voice)
836302,394128,Mor kanin
836302,395364,Andrea/Syvsoveren (puppeteer/
836303,212333,Herself - Participant/Perform
836304,211283,""
836305,390978,Herself - Participant (Finali
836306,91986,""
836306,108059,""
836307,360444,Bett Bett
836308,83391,""
836308,166128,""
836308,207778,""
836308,218280,""
836308,262966,""
836308,268979,""
836308,273108,""
836308,338590,""
836308,346693,""
836308,349487,Commandant's Wife
836308,357858,Mme Marceau
836309,238492,""
836310,347616,""
836310,392735,Herself
836311,2839,""
836311,21069,"Inês (segment ""A Inconfidênci"
836311,21557,""
836311,51783,"(segment ""Cartão de Crédito"")"
836311,54104,Laura
836311,61345,""
836311,63821,""
836311,72551,""
836311,110888,Lúcia
836311,148475,""
836311,156397,""
836311,170055,"Lucía (segment ""Divertimento"""
836311,211018,""
836311,218985,""
836311,253433,Herself
836311,307077,""
836311,322265,Luciana
836311,344871,""
836311,379880,""
836311,380112,Marcela
836311,380154,Ana Maria
836311,380271,Patrícia
836311,380387,Joana
836311,381263,Jô Penteado
836311,383866,""
836311,384303,Laura
836311,384711,Lucrecia Borges
836311,384820,""
836311,384867,Penélope
836311,385876,Angelina
836311,386419,Maria Helena
836311,387424,Márcia
836311,387833,Rosa
836311,388488,""
836311,390751,Bette
836311,391673,Zuleika Viana Sampaio
836311,392792,Maria Altiva Pedreira de Mend
836311,393876,Sônia
836311,396387,Maria
836311,396506,Maria da Cunha
836311,396795,Tatiana Torres de Almeida
836311,397547,Jandira
836311,397645,Nenê
836311,398500,Martha (1998-1999)
836311,398502,Ruth/Raquel
836311,399147,""
836311,399713,Gabriela
836311,401104,Hilda Pontes
836311,401678,Rebeca
836311,402189,Laura/Sandra/Silvia
836311,402504,Teresa Pelegrini
836311,402685,Queen Maria I
836311,403118,Marieta Berdinazi
836311,403308,Sílvia
836311,403617,Rebeca
836311,403618,Maura Garcez
836311,407680,Herself
836311,408727,Francisca Moura Imperial
836311,409419,Herself
836311,410053,Dinah
836312,242678,""
836313,214147,""
836314,48132,Gudrun
836314,354606,Arvingen
836315,224106,Camille
836316,402610,"1st Girl At Party"
836317,5037,Wedding Singer #2
836318,267486,Cashier
836318,279347,Freya
836318,355184,Laura
836318,383078,Tina Meredith
836319,294249,Mistress #1
836320,136360,""
836321,25138,Dominique
836321,28916,Eva Davidson
836321,43341,Giuletta
836321,53900,Myriam Hork
836321,55723,Petula
836321,57542,Chanteuse Mireille
836321,59385,Dany Dupré
836321,65136,Éliane
836321,84689,Nadia Banot
836321,104232,Myrna de Maripasula
836321,111134,Paulette Bénito
836321,129026,Queen Astrid
836321,132750,Dominique Arden
836321,225617,Carlotta de la Rue
836321,249684,""
836321,268438,""
836321,269706,Françoise
836321,279246,Monique
836321,281123,Birgit
836321,309690,Ingrid
836321,344784,Maureen
836321,370107,Mireille
836321,410366,Marika
836322,179609,Showgirl 2
836323,411107,Team Member
836324,14132,Finch Girl
836324,95785,Terry
836324,230324,Fruit Headdress Woman
836324,401930,"Kimberly 'Kim' Wallac, RN (20"
836325,382715,Weather Forecaster
836326,78645,""
836326,254466,""
836327,46762,Tillie
836328,358638,Cat Sympathizer
836330,153160,""
836332,32557,""
836332,40044,Mrs. Santa
836332,84692,Madame De Boer
836332,134334,Eva
836332,137060,""
836332,165173,""
836332,205535,""
836332,207996,Mother
836332,284511,""
836332,285687,Anna
836332,352216,Jeanette
836332,409992,Agnes
836332,411311,Moeder van Stan (2002)
836333,48161,Dienster
836334,377715,""
836335,50273,Adele Konck
836335,253940,""
836335,293879,"Rita Helle, hans nye kone"
836335,317650,Bitten Helgesen
836336,334274,Brandy
836337,281878,Miss Lust
836338,57795,The little girl
836339,69895,Voice of NASA
836340,385299,Tessa Wyvern
836341,17978,Mr. Carlton's whore
836341,100945,Rachel
836341,116709,""
836341,379600,Carol Broadbent
836341,381795,Kate Roberts (1993-1994)
836341,395080,Dr. Sarah Kilbride
836341,398351,Jane Gladwyn
836341,400807,Carol Kane
836341,409386,Sophie
836342,21450,Rosa
836342,32514,Bella
836342,44539,Lottie Forrest
836342,58803,""
836342,58944,Stella
836342,67194,Mrs. Oliver
836342,77667,Irene
836342,114190,Rosalind Faber
836342,134016,Maisie Gay
836342,153299,Mrs. Grey
836342,195535,Mrs. Savage
836342,206464,Ida Brun
836342,212690,Violet Cunliffe
836342,222614,Lucille Davine
836342,232859,Judy
836342,237963,Cella Stuart
836342,246522,Phyllis Mainwaring
836342,307993,Betty
836342,334124,Daphne Fitzgerald
836342,372912,Dorothy Wilson (a typist)
836343,80430,Bingo Burger Patron
836344,96958,Sketch Artist
836345,111362,Sir Isaac Newton/Reporter
836346,393761,Herself
836347,179484,""
836347,354729,""
836348,124987,Woman in Bordello
836349,301747,Sara
836350,7987,""
836350,81438,Young Girl
836350,200052,Girl with baby
836350,221215,Nurse Knight
836350,222745,Canning's Maid
836350,224085,Sarah
836350,313050,Jude
836350,381171,Miss Hoolie
836350,384039,Various Roles
836350,402426,Various characters
836351,35763,Judy Grundy
836352,240644,Ibyx/Model
836353,7309,""
836353,286228,Dancer
836353,369492,Xanadu Dancer
836354,300428,Debbie
836355,13045,""
836355,17906,""
836355,18949,""
836355,53745,Sex Show Performer
836355,90682,""
836355,91047,Erika
836355,101118,""
836355,102665,Antonia
836355,111154,Zaira
836355,130566,Claudine
836355,155760,Ajita
836355,159497,""
836355,168235,""
836355,175045,""
836355,196701,Luisa
836355,229612,Tamara
836355,243618,Murielle
836355,249853,Enrica
836355,252337,""
836355,256884,""
836355,264256,Princess Mariam
836355,288941,Muriel (Billed as Maria)
836355,314914,""
836356,63140,Julia
836356,155861,""
836356,157840,Laurie Connor
836356,238061,Jo/Davia
836356,292148,Caroline Dawes
836356,305379,Ms. Kegel
836356,380391,"Josephine ""Josie"" Watts Sincl"
836356,391898,Sarah Brewer Metcalf (1991-19
836356,396123,April Hathaway (1987-1989)
836356,397479,Dr. Dru Breslauer
836356,403814,Kaitlin
836356,409585,Sam McCormick
836357,71474,Dancer
836358,33618,Lady Sackton
836358,46211,Kate Dewey
836358,61698,Alice
836358,93077,Mimi Gascoigne
836358,106631,Lottie Driscoll
836358,107083,Mrs. Hammond
836358,192352,Kit
836358,196091,The Sculptress
836358,201916,Mrs. Garnie Crest
836358,240764,Polly Updike
836358,251277,Gertie
836358,300029,Marie Gibson
836358,362567,Sylvia Pennywise
836358,365887,Mary Fuller
836359,235016,Normanna Ormal
836360,196434,Nurse Darlene
836360,266583,Anchorwoman
836360,328584,Clarissa
836361,314699,Teen Girl #3
836362,102576,Pretty woman ('Baby')
836362,256636,Nurse
836363,342403,Peggy
836364,175223,Ruth
836364,177792,Co-Ed
836364,178218,Bookstore saleswoman
836364,385538,Barb Krolak
836364,399674,Molly Carver (1999)
836365,74000,Crude Oasis Bar Patron
836366,342669,Feet
836367,26313,Teen mother
836368,100839,Lori
836369,59797,Dancer
836369,176503,""
836369,245249,Showgirl
836369,280000,Whitney
836369,336484,Dancer
836369,394406,Dancer (1984-1986)
836370,117278,Hadley
836371,363528,Dawn
836372,89572,Woman in Via Veneto
836372,183706,Office Girl
836373,48264,Psychiatrist
836374,311031,Audience
836375,11687,Herself (performer)
836375,69080,Herself
836375,98145,Mom
836375,141377,Self
836375,161355,Herself/Interviewed
836375,178091,Herself
836375,410035,Herself
836376,396029,Host (1986-??)
836377,114465,""
836377,152584,Boomshanka
836377,161018,Stephanie Crowe
836377,176520,Holly
836378,14620,""
836379,366082,Dancer
836380,265506,Donna (teen)
836381,378685,"Herself - Member, Heart"
836382,321656,""
836383,31819,Touch chick
836383,347852,Reporter #5
836384,127754,""
836385,241811,Little girl
836386,358484,Mini-Mart Cashier
836387,46679,Herself (Brian's mother)
836388,55693,Jane
836388,55714,Amazon Guard 1
836389,312554,""
836390,176406,Baby in carriage
836390,328656,""
836391,41234,Ann
836391,115268,Ann
836391,184212,Mary
836391,195006,Helen Preacher
836391,203588,Anna Sherman
836391,284028,Diane Wilson
836391,326770,Betty Herne
836392,229245,""
836393,116952,Receptionist
836393,359790,Dr. Maxwell
836394,269429,Mamselle Pointevin
836394,368262,""
836395,116972,Wife
836396,187148,Herself
836398,50170,Social Worker
836399,80426,Jo
836399,342905,""
836400,47439,Khavah's Mother
836400,131458,Lottie
836400,320248,Phoebe
836402,368110,Girls at Dance
836403,48040,Woman
836404,406459,Herself/Starting Over roommat
836405,32052,"Lorna Larkin, Miss Texas"
836405,38021,Veronica Vaughn
836405,43877,Elsa Shivers (I Know What You
836405,50815,Sarah
836405,106381,Chloe
836405,113411,Jennifer Clark
836405,145019,Nicole
836405,149923,Julit Spring
836405,151106,Melissa Margaret Marr
836405,154309,Elsa Shivers
836405,171297,Amber
836405,185053,Whitney/Meredith
836405,196063,Chelsea Turner
836405,205862,""
836405,219534,Sonya Blade
836405,219542,Herself
836405,230279,June
836405,233307,Sandy
836405,273271,Sahara
836405,299789,""
836405,313830,Sandra
836405,314503,Melinda Harrison
836405,317945,Lara
836405,347070,Jeannie Hawks
836405,360713,Francine Jane 'Fran/Franny' D
836405,404282,Lisa Fenimore Castillo #2 (19
836405,404373,Ginger (1992)
836406,17697,Tillie Boulter
836406,135564,Rita Greenhill
836406,206335,Larine
836406,383289,Harriet Sims
836407,235440,Mindy
836407,292685,Patsy
836408,184769,Lapdancer
836408,199273,Waitress
836409,37261,Stewardess
836410,29753,Katrina-Tommy-Villagers (moti
836410,69639,Young Carla
836410,170881,Hiromi
836410,259756,Lila
836410,271961,Chelsea
836410,312192,Jules
836410,375643,Chelsea
836410,390961,Sandy
836410,392964,Suzunna
836410,397346,Maylu Sakurai
836410,403682,Myra Salinger
836411,115162,""
836411,210242,Herself
836411,243746,Kim
836411,342245,Herself
836411,342246,Herself
836411,374524,News Anchor
836411,400736,Herself/panelist
836411,402425,Herself (1997- )
836411,405579,Various Characters (2003-)
836411,405580,Various Characters
836411,406707,Yalena
836411,407789,Various Characters
836412,251555,Eve
836413,43,Mama Earth
836413,1673,Herself
836413,46679,Herself (Brian's daughter)
836413,96555,Herself
836413,221474,Herself
836413,280084,Herself
836413,296919,Herself
836413,365931,Herself
836413,381935,Herself
836413,383489,Hostess
836413,388272,Herself/Judge
836414,56304,Classroom Nun
836414,126276,Mrs. Wilson
836415,40334,Child
836416,13533,Ms. Estopheles
836416,243150,Butch Female Janitor
836417,183323,Sexy Bartender
836419,20999,Herself
836419,166069,Herself
836419,170843,Singer
836419,291026,Special Appearance
836419,291976,Herself
836419,309504,Featured Performer
836419,316093,Herself
836419,393379,Herself
836420,52568,Rachel
836420,321268,Loctavia
836421,56954,Herself
836421,162099,Fairy
836422,132786,Gretchen
836423,206928,Woman in Dressing Room
836424,69732,Cathy
836425,72851,Delanna Cloud
836426,140953,Jaime
836426,193701,Pvt. Athena Johnson
836426,199162,""
836426,254645,Chandra
836426,296238,Gloria
836426,316327,Lena
836426,382357,Claudia
836426,390642,Miranda Bailey
836427,222597,Rehearsal actress #5
836428,222597,Rehearsal actress #1
836429,197481,Bebette
836429,332436,Jenny
836429,393447,Chrissie McAteer
836430,350347,Mexican Girl
836431,338981,Herself
836432,21531,Female Realtor
836432,40795,Janine
836432,80715,Girl #1
836432,96970,Melanie
836432,140361,Joan
836432,160589,Bank Official
836432,204243,""
836432,220058,Admissions Counselor
836432,222656,Reporter
836432,241058,Mrs. Piper
836432,262077,Margaret Power
836432,314503,Dr. Donna Canfield
836432,321667,Barbara
836432,328253,Heather
836432,346933,Nancy
836432,362689,Mrs. Shifrin
836432,362690,Mrs. Schifrin
836432,386172,Molly Dearden
836432,393955,Host
836432,395315,Carol Dixon (1988-1989)
836433,338981,Herself
836434,57738,Lisa
836434,383385,Kate Wells (1986-1987)
836434,385824,Megan Hathaway (1984-1985)
836434,404282,Sandra Mills (1989)
836435,224349,Mrs. Larrabee
836435,366096,Mrs. Smith
836436,386385,Jackie Allison
836437,185640,Maid 3
836438,130184,Picnic Princess #2
836439,5092,Teacher
836439,137579,Kung Fu Instructor
836439,329522,Saturn 5 Member
836439,370734,Giancarlo's Man
836440,62922,Nutlady
836441,148909,Fight promotor
836441,181534,Nina Taylorson
836441,193260,Dana
836441,247498,Tammy Racine
836441,257696,Ronnie
836441,340109,Tammy
836441,344496,Ronnie (The Players Club)
836442,14082,Herself
836443,23152,Herself
836443,241795,Herself
836443,283104,Newborn Baby
836444,299317,Herself
836444,306431,Cafe Roads M.C.
836445,87166,Fancy Dancer
836446,86362,""
836446,216083,""
836446,236972,Snowflake
836447,221502,Waitress in punk bar
836448,236972,Waltz of the Flowers
836449,87586,Angels Against Dust
836450,92232,Singer
836450,222687,Gabrielle Dixon
836450,244334,Joy
836450,289490,Paramedic #2
836450,340034,Leslie Ames
836450,385056,""
836450,405770,Host (1995)
836451,107451,Ollie Remus
836452,316140,Nightclubber
836453,97360,Choir Member
836454,194055,Black Maid
836455,80803,Woman in Knife Store
836456,74210,Barbie Taylor
836456,299233,Buster Macauley
836456,318770,The Bomber's Daughter
836458,17751,Duffy
836459,222597,Rehearsal actress #7
836460,136128,Lexi's Birthday Party Dancer
836461,316170,Scottish Villager 1
836462,846,Herself
836462,866,Herself
836462,22722,Belinda Davis
836462,25834,Flight Attendant
836462,41829,Statistician
836462,62786,Akia May
836462,72474,""
836462,127106,Herself
836462,128089,Salesgirl #3
836462,134315,Medicaid Woman #2
836462,165474,Chi-Chi
836462,230682,""
836462,232830,Lisa
836462,272371,Great Grandma
836462,282864,Julia
836462,304814,Wendy
836462,309576,Jennifer Williams
836462,313397,Security Officer
836462,319453,Herself/Comedian
836462,324951,Nolan
836462,364100,Aunt Tiny
836462,364101,Aunt Tiny
836462,380495,Herself (pilot)
836462,383309,Announcer
836462,392423,Herself
836462,396359,Various (1995-2003)
836462,398403,Queenie
836462,409667,Various Characters
836464,285032,Indian Woman
836465,263974,Tattooed Woman
836466,281402,Dana
836467,71,Member of Music Maids
836467,149382,""
836468,128301,Mrs. Fenton
836468,360229,Grace Bonnard
836469,2487,Mother at the window
836470,177598,"Rosella , Alicia , Queen Beet"
836471,44330,Wendy Coletti
836471,85817,Sales Clerk
836472,397032,Marcia
836473,124502,Jane
836473,360699,Sarah
836474,368949,Woman with Dog
836475,270697,Dancer #7
836476,367579,Helga
836477,43919,Mechanic Girl
836477,80031,Darlene
836477,161838,""
836477,185096,Sleeping Party Girl
836477,185636,Stacy
836477,194513,Cowgirl
836478,58858,""
836478,222580,Diane Parks
836478,303235,Jessie
836479,196944,Molly King
836479,381780,Herself
836480,241811,Capt. Toback's wife
836481,5059,Connie
836481,8171,Betty Cameron
836481,27149,Sally Larkin
836481,32692,Patricia Merrick
836481,64590,""
836481,72521,Ethel Landreth
836481,98151,Christa Storm
836481,145975,Alice Stebbins
836481,147650,Undetermined Role
836481,147804,Herself
836481,157878,Nancy Martingale
836481,185215,Clodia
836481,196927,Frances 'Fran' Sibley Clark
836481,210777,Anne Miller
836481,211601,Maxim Girl
836481,213983,Polly Pringle
836481,241443,Dorothy 'Babe' Brooks
836481,289620,Judy Blake
836481,310776,Eileen Hart
836481,362681,Kitty Baldwin
836481,363741,""
836481,363960,Zita Scofield
836482,29745,Little Kid
836483,176406,Lady with baby carriage
836484,155003,"Helen, Laura's Maid"
836484,334180,Black woman
836485,85826,""
836485,97697,Julia Pipp
836485,107782,""
836485,152733,""
836485,166982,""
836485,200068,Claire Darkin
836485,203720,Ruth Kemp
836485,241031,Kate Beard
836485,331138,Dackin's Daughter
836485,354495,"Blanche, Mrs. Newton's Daught"
836485,364245,Dusk Weaver
836486,72690,""
836486,411843,Herself (vocalist; 1950-1953)
836487,396088,Vivian Carlson (1959)
836488,105213,Stage 1
836489,10805,Landlady
836489,274525,Mrs. Reed
836490,309535,Flight Attendant
836491,123462,""
836492,6249,Abigail Craven/Dr. Greta Pind
836492,11647,Countess
836492,33395,Kate Maslow
836492,38614,Helen Carter
836492,45640,Mary Fremus
836492,49952,Freda
836492,56889,Mother
836492,61570,"Miss Fogarty, Teacher"
836492,69806,Lilly Woldarski
836492,79844,Mrs. Rome
836492,96891,Mrs. Coyle
836492,130106,Secretary
836492,132456,Emily Watkins
836492,132525,Mrs. Braddock
836492,138704,Millie the maid
836492,138822,Mrs. Gordon
836492,158109,""
836492,158920,Dr. Ruth Ruth
836492,161241,Herself
836492,166720,Mrs. Marsh
836492,183376,""
836492,188242,""
836492,192090,Mrs. Newquist
836492,203340,Dr. Anna Willson
836492,213865,Kate Stanton
836492,214092,Sally Ephron
836492,232861,Roz Keith
836492,234227,Vera
836492,241106,Judge Norma Solomon
836492,250830,Marge Fleming
836492,255264,"Christine Schoenwalder, Teach"
836492,264469,Pauline
836492,270008,Dorothy Van Doren
836492,274805,"Jessica, Henry's Secretary"
836492,280298,Grandma Louise
836492,287135,Mrs. Glidden
836492,304368,Harriet Wheaton
836492,310624,President Elizabeth Richardso
836492,311944,Mrs. Pierson
836492,332785,Receptionist
836492,335601,Jacki
836492,341752,Miss MacCracken
836492,363268,Dorothy Prentiss
836492,372149,Penny Sycamore
836492,385719,Mrs. Hopewell (1966) (first t
836492,386009,Rosiland Dupree (1993)
836492,386564,Mrs. Bogert
836492,387246,Frieda Hechlinger
836492,398245,Kathy Kelly
836492,399838,Berenice Bradshaw
836492,402605,""
836492,404409,Eulalie Robillard
836492,404694,Felicia Stringer (1970)
836493,203560,Music Student
836494,109513,Kate Archer
836495,232020,Zombie
836496,21183,""
836496,21441,""
836496,35284,Pauline
836496,40124,""
836496,45067,""
836496,64555,Mamie
836496,76944,""
836496,105410,""
836496,105447,Ernestine Bergot/Sarah Brando
836496,106627,""
836496,108012,""
836496,121922,""
836496,127695,""
836496,147482,""
836496,152515,""
836496,157084,""
836496,168583,""
836496,175611,Henry's Wife
836496,186372,""
836496,191672,""
836496,197677,"Sonia, aka 'La Signorina'"
836496,206369,""
836496,213266,""
836496,219974,Christine
836496,220316,""
836496,224807,""
836496,238731,""
836496,240015,Nancy
836496,241438,""
836496,245147,""
836496,274181,""
836496,280864,""
836496,327580,Madame Maroff
836496,340021,""
836496,346369,""
836496,359955,""
836496,363831,""
836497,57101,""
836498,80589,Cindy Vicious
836499,338584,Herself
836500,162529,Sammy
836501,195262,Crenshaw High School Girl's B
836502,5057,Ellie
836502,79132,Jessie Darrow
836502,292715,Sitting In Mr. Grey's Waiting
836503,379612,Aunt Harriet
836504,11666,Herself
836504,210407,Herself
836504,222638,Undetermined Role
836504,234031,""
836504,318929,""
836505,260628,Annie
836506,202195,Hooker
836507,190394,Woman
836508,388486,Anita
836508,395189,Midwife
836509,280830,Slave Market Soloist
836510,121529,""
836511,254593,Mourner
836512,195558,Judy Morgan
836513,276439,Nurse
836514,64062,Stepsister
836515,363349,Laura Valone
836516,129550,Undetermined Role
836516,277734,Flora Mingasson
836516,313564,Daisy Cameron
836517,93974,Shantequa
836518,154368,Herself
836519,89250,Woman in dance hall
836519,161542,First Dancer of Tammuz (Babyl
836520,217745,Spencer's Girlfriend
836520,390771,Mother of Sick Child (2003)
836520,393300,Pregnant Woman
836521,69507,Miss Flew
836521,78008,Miss Berry
836521,127513,Waitress
836522,133447,Mrs. Kissel
836523,1971,Baby (Annie #2)
836524,80443,Hilary Bains
836524,143742,Jewel
836525,280033,Herself
836526,95789,Makeup Artist
836527,365311,Anne
836528,42814,Laura
836528,92095,Mark's Girlfriend (Geena)
836528,142491,Liz Sherman's mother
836529,80593,Nurse
836529,90912,Kimberly
836530,215560,""
836531,14798,Gertrudis
836531,123150,""
836531,201216,""
836531,276121,""
836532,94096,Elly Bee Rowe
836532,99584,German Nurse
836532,151659,Girl at Party
836532,199143,Mrs. Fromley
836532,340791,Lola
836532,358561,German Athlete
836533,126112,Rose
836534,363165,Molly Woodcock
836535,150575,""
836535,372483,Brenda Walters
836535,375045,Ziegfeld Girl
836536,273315,Herself
836536,273427,Herself
836536,273439,Herself
836536,273483,Herself
836536,402993,Herself/Las Vegas (2002)
836536,402999,Herself/Real Worlders
836537,117522,Sunseeker
836538,41146,""
836539,368130,Dancer
836540,399415,Becky Wells
836541,13963,Girl at Dance
836541,59568,Miss Bishop
836541,144591,Porter
836541,171013,Bella
836541,243744,Sandra (Woman in Bar)
836541,277618,""
836541,294220,Mrs. Docherty
836541,384358,Mrs. Melvin
836541,388846,Miss Selby
836541,404536,Various Roles
836541,406370,Moira Craig
836542,13507,""
836542,306286,Dancer
836543,7099,FBI Agent (Radish)
836543,56871,Bar Examiner
836543,84322,"Cornelia Lydecker, Psychiatri"
836543,98161,Emma
836543,161890,Mrs. Wood
836543,231115,Greta
836543,405336,Connie (episode 1.1-1.4)
836544,80660,Older Nun
836545,207036,Ltn. Heart Macintire
836546,207154,Rae Madison
836546,256861,Alice Pemberton
836546,320790,Norma
836546,363789,Clara Huddlestone
836546,368367,Roxy Burr
836547,141015,Janie
836548,257669,Model
836549,72906,Gwenn Ronstrum
836549,224273,Penny Boardman
836549,236129,Tina Durrance
836549,305898,Kate Hereford
836549,316123,Martha Ivers as a girl
836549,359863,Babette
836550,40129,Mom
836550,315999,Nikki
836551,102569,State Supervisor
836552,231896,Girl at Bar
836552,241421,Nurse
836552,275319,Waitress
836552,302910,Brandi
836553,148440,White Haired Woman
836554,231916,""
836555,363432,Sara Coleman
836556,84833,Laverne Hunniker
836556,164550,Jess Buchanon
836556,206356,Lou Anne Brightly
836556,302116,Janet Fowler
836556,315783,""
836556,351169,Lucille
836556,405386,Janet Fowler (1981-1983)
836556,406565,Captain Betty
836556,406703,Rachel Adams
836557,361902,Elizabeth
836558,198831,Vacuuming Girl
836559,26563,Maenad (chorus)
836559,79272,Dater
836559,162883,Nurse #1
836560,241222,Nurse
836560,290739,Mrs. Pooley
836560,382854,Jennifer Kingsley/Hammond
836560,384783,Anne Appleby
836560,396691,"Sally, Max´s separated wife"
836560,405895,Betty Haines
836561,113729,Ribbon Dancer
836562,400566,Adventure Girl
836563,112480,""
836564,245649,Hank's Wife
836565,220276,Montmartre Dancer
836565,256625,""
836566,23535,""
836567,132632,Second Busybody
836567,252856,""
836567,303265,Mrs. Price
836568,190273,New York Singer
836569,39863,Oyu
836569,80050,"Senior Girl, Featured"
836569,155537,Silver Iczelion
836569,182026,Oyu
836569,242091,Daughter
836569,285922,Kasumi
836569,292637,Lois
836569,313778,Alex's girl (Sissy)
836569,350616,Nurse/Young Boy
836569,402978,Kelly
836570,242723,Juliette
836571,176480,Receptionist
836572,11121,Lil J's Girlfriend
836572,238567,Hostess
836573,210671,Singer
836573,407420,Herself - Hostess
836574,5150,Raggedy lady
836574,37473,Airplane Retiree #3
836574,40552,Patron #2
836574,54209,Parade watcher
836574,58799,Mrs. Riley
836574,147972,Elderly Couple
836574,185294,Mrs. Wilder
836574,195518,Sgt. Benson
836574,223978,Mrs. Hunsaker
836574,260697,Connie's Mom
836574,270638,Deputy Sheriff
836574,317893,Mrs. Andrewson
836574,335016,Taxi Dispatcher
836574,337379,Tourist Wife
836574,351756,Myrtle Moon
836574,364459,Guest
836574,368853,Nurse
836574,412161,Mrs. Allen
836575,276328,Alice McGuiness
836576,32374,""
836576,101610,Jonna
836576,138449,Martin's wife
836576,399850,Nadja Persson (127 episodes 2
836577,222212,Party-goer
836578,72913,Woman
836579,35362,""
836580,21637,""
836580,58936,Miss Cooper
836580,64712,Bit Part
836580,78978,Mme. Shogun
836580,97609,Edna
836580,100825,Miss Smythe
836580,183833,Madame Kummer
836580,269883,Mary Jarrow
836580,284908,Nurse
836580,297185,Miss Isit
836580,309872,Mrs. Holly
836580,331099,Mrs. Burns
836580,345708,""
836580,360389,Alice Hobson
836581,299692,Champagna
836582,235404,Linda Rubin
836583,315872,Herself
836583,408521,Herself
836584,279420,Brothel Maid
836585,114253,Dinah
836586,11193,Mrs. Greenlaw
836586,222603,Emily
836586,255897,Mary
836586,331607,Serving maid
836586,379706,"Mrs. Greenlaw, housekeeper (1"
836587,381449,Travel Reporter
836588,11006,Maureen Tate
836588,81640,""
836588,178076,Lois Lane/'Bianca'
836588,282350,Mrs. Fish
836588,307910,Jill
836588,316137,Peonie (aka 'Rosebud')
836588,319046,Leslie
836588,330682,Ivy Corlane
836588,384239,Herself
836588,404694,Brooke Lawrence (1966)
836588,411809,Nurse Jody Carter (1979-1982)
